date,lastTradeDate,optionType,timeToMaturity,underlyingLastPrice,riskFreeRate,lastPrice,impliedVolatility,strike,PCR,VIX,GS_JNJ,SC_JNJ
2025-10-29,2025-10-29 15:12:32+00:00,call,0.0054757015742642,185.42271423339844,0.0373000001907348,92.35,0.041855516430664,95.0,0.51993477829377,16.920000076293945,14,-0.047714486
2025-12-12,2025-12-12 19:17:26+00:00,put,0.2683093771389459,,,0.27,0.0039307247558593,145.0,0.439841451163294,,8,0.197646667
2025-12-04,2025-12-04 19:37:57+00:00,put,1.1143052703627652,202.47999572753903,0.036119999885559,0.95,0.0032312688598632,115.0,0.4706950357178836,15.779999732971191,8,0.042376246
2025-10-17,2025-10-17 15:24:18+00:00,call,1.2457221081451062,192.00094604492188,0.0383200001716613,25.0,0.0023337558624267,180.0,0.571123979835658,20.780000686645508,15,-0.060113527
2025-10-31,2025-10-31 19:57:10+00:00,call,0.0383299110198494,187.6783905029297,0.0371799993515014,24.27,0.0062207409179687,165.0,0.4909284680137325,17.440000534057617,15,0.02468169
2025-09-16,2025-09-16 16:57:59+00:00,call,1.3305954825462012,175.34669494628906,0.0389000010490417,33.65,0.0023963162719726,150.0,0.4263648168556618,16.360000610351562,15,0.053527778
2025-11-24,2025-11-24 20:17:54+00:00,put,0.8158795345653662,204.75,0.0373000001907348,16.55,0.0020597107513427,210.0,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-10-23,2025-10-23 19:15:41+00:00,call,0.6516084873374401,191.25567626953125,0.0378800010681152,5.3,0.0018647053771972,210.0,0.5859499129405888,17.299999237060547,16,0.00078449
2025-10-15,2025-10-15 15:28:17+00:00,call,0.0054757015742642,189.96388244628903,0.0385800004005432,13.6,0.0070947556152343,177.5,0.4775928573449693,20.63999938964844,17,0.005100383
2025-12-03,2025-12-03 20:31:05+00:00,put,0.2929500342231348,205.3300018310547,0.0363499999046325,2.32,0.0021680470703125,185.0,0.4836780774153891,16.079999923706055,8,-0.047680385
2025-12-04,2025-12-04 16:32:54+00:00,call,0.0410677618069815,202.47999572753903,0.036119999885559,8.65,0.0021936815795898,195.0,0.4706950357178836,15.779999732971191,8,0.042376246
2025-10-01,2025-10-01 19:58:58+00:00,put,0.0054757015742642,184.87619018554688,0.0384500002861022,0.12,0.0024414818359375,180.0,0.3831727001149993,16.290000915527344,17,-0.226521557
2025-10-16,2025-10-16 19:32:08+00:00,put,0.1752224503764544,190.9078826904297,0.038529999256134,1.87,0.0019568675415039,180.0,0.6350702875115526,25.309999465942383,18,-0.098427668
2025-12-08,2025-12-08 17:15:06+00:00,put,1.026694045174538,201.6199951171875,0.0361800003051757,7.6,0.0021237970245361,180.0,0.5842642302506235,16.65999984741211,9,-0.008316915
2025-10-17,2025-10-17 19:24:30+00:00,call,0.0766598220396988,192.00094604492188,0.0383200001716613,3.0,0.0017884121948242,195.0,0.571123979835658,20.780000686645508,15,-0.060113527
2025-12-12,2025-12-12 16:29:36+00:00,put,0.3449691991786447,,,3.25,0.0023053747985839,190.0,0.439841451163294,,8,0.197646667
2025-10-03,2025-10-03 13:30:16+00:00,call,0.0383299110198494,187.4498443603516,0.0385800004005432,25.0,0.0056006299316406,162.5,0.452438421401007,16.649999618530273,15,0.039925
2025-11-20,2025-11-20 20:42:50+00:00,call,0.405201916495551,201.788803100586,0.0377500009536743,17.2,0.0023789214263916,195.0,0.836158890676116,26.420000076293945,18,-0.017253689
2025-10-17,2025-10-17 17:10:00+00:00,put,0.2491444216290212,192.00094604492188,0.0383200001716613,0.39,0.002695385546875,155.0,0.571123979835658,20.780000686645508,15,-0.060113527
2025-09-26,2025-09-26 14:20:21+00:00,put,1.3032169746748803,178.57618713378906,0.0385999989509582,2.55,0.0024707784179687,130.0,0.5030396467313046,15.289999961853027,16,0.11236911
2025-09-26,2025-09-26 18:22:23+00:00,put,0.3066392881587953,178.57618713378906,0.0385999989509582,0.54,0.0030921100952148,140.0,0.5030396467313046,15.289999961853027,16,0.11236911
2025-12-04,2025-12-04 19:06:15+00:00,put,0.0410677618069815,202.47999572753903,0.036119999885559,1.07,0.0019007157592773,197.5,0.4706950357178836,15.779999732971191,8,0.042376246
2025-10-27,2025-10-27 18:28:34+00:00,put,0.0301163586584531,189.099365234375,0.0371799993515014,0.98,0.0017444673217773,187.5,0.4832841241605606,15.789999961853027,16,-0.039018072
2025-10-07,2025-10-07 16:28:39+00:00,put,1.273100616016427,187.69825744628903,0.0384299993515014,1.3,0.0031397170410156,110.0,0.5341100829028559,17.239999771118164,15,-0.06966065
2025-12-05,2025-12-05 15:10:58+00:00,put,0.0958247775496235,201.92999267578125,0.036029999256134,2.63,0.0018677571044921,200.0,0.4936008660648426,15.40999984741211,8,0.117133333
2025-10-14,2025-10-14 19:04:39+00:00,call,0.1806981519507187,189.6459045410156,0.038529999256134,0.65,0.0019275709594726,210.0,0.548171849801689,20.809999465942383,18,-0.045335531
2025-09-30,2025-09-30 19:00:36+00:00,call,1.215605749486653,184.25015258789065,0.0384500002861022,19.53,0.0021311211700439,180.0,0.4281001330671037,16.280000686645508,17,0.036906471
2025-11-26,2025-11-26 17:29:48+00:00,put,0.082135523613963,207.5599975585937,0.0375300002098083,5.59,0.001949543395996,210.0,0.5656570501472499,17.190000534057617,17,-0.00113089
2025-10-31,2025-10-31 18:01:47+00:00,call,0.3832991101984941,187.6783905029297,0.0371799993515014,10.94,0.0021573660247802,185.0,0.4909284680137325,17.440000534057617,15,0.02468169
2025-09-30,2025-09-30 17:19:42+00:00,call,1.2922655715263518,184.25015258789065,0.0384500002861022,0.95,0.001715170739746,250.0,0.4281001330671037,16.280000686645508,17,0.036906471
2025-10-09,2025-10-09 16:01:02+00:00,put,0.7693360711841205,189.8744506835937,0.038529999256134,0.6,0.004176083630371,120.0,0.4646201762158078,16.43000030517578,17,-0.070384416
2025-11-11,2025-11-11 20:40:08+00:00,put,0.3531827515400411,192.6071014404297,0.037829999923706,2.68,0.0020856504333496,175.0,0.4979294342057849,17.280000686645508,15,0.095578806
2025-10-01,2025-10-01 17:52:18+00:00,call,0.4654346338124572,184.87619018554688,0.0384500002861022,5.32,0.001891255404663,195.0,0.3831727001149993,16.290000915527344,17,-0.226521557
2025-09-26,2025-09-26 19:46:29+00:00,call,0.0191649555099247,178.57618713378906,0.0385999989509582,7.65,0.0025830819824218,172.5,0.5030396467313046,15.289999961853027,16,0.11236911
2025-10-07,2025-10-07 19:30:02+00:00,put,0.1232032854209445,187.69825744628903,0.0384299993515014,1.98,0.0020447572875976,180.0,0.5341100829028559,17.239999771118164,15,-0.06966065
2025-10-17,2025-10-17 18:36:55+00:00,call,2.1656399726214923,192.00094604492188,0.0383200001716613,4.5,0.0018842364318847,260.0,0.571123979835658,20.780000686645508,15,-0.060113527
2025-11-24,2025-11-24 20:31:36+00:00,put,0.1451060917180013,204.75,0.0373000001907348,2.36,0.0020929745788574,195.0,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-10-09,2025-10-09 19:26:47+00:00,put,1.1909650924024642,189.8744506835937,0.038529999256134,0.5,0.0034863932617187,100.0,0.4646201762158078,16.43000030517578,17,-0.070384416
2025-10-30,2025-10-30 19:59:17+00:00,put,0.0219028062970568,187.8572540283203,0.0375699996948242,4.04,0.0017456880126953,192.5,0.5505748914115423,16.90999984741211,14,0.039516721
2025-11-03,2025-11-03 20:30:00+00:00,call,0.0109514031485284,185.08485412597656,0.037829999923706,0.44,0.0021338677246093,190.0,0.5255398734617256,17.170000076293945,16,-0.042360714
2025-11-21,2025-11-21 20:39:46+00:00,put,0.3258042436687201,202.61355590820312,0.0374000000953674,3.65,0.0020392641784667,190.0,0.6158315982637541,23.43000030517578,19,-0.073704603
2025-10-08,2025-10-08 16:12:54+00:00,call,2.2861054072553046,188.49322509765625,0.0384299993515014,31.75,0.0022801980484008,175.0,0.5128229460257322,16.299999237060547,16,-0.122855556
2025-11-05,2025-11-05 20:03:15+00:00,call,0.0438056125941136,184.8264923095703,0.0378800010681152,0.85,0.0018604329589843,192.5,0.4737735716279853,18.010000228881836,14,-0.044129801
2025-10-23,2025-10-23 14:17:07+00:00,call,0.0985626283367556,191.25567626953125,0.0378800010681152,5.2,0.0019190261230468,190.0,0.5859499129405888,17.299999237060547,16,0.00078449
2025-12-05,2025-12-05 20:37:26+00:00,put,0.5338809034907598,201.92999267578125,0.036029999256134,0.73,0.0043469803588867,125.0,0.4936008660648426,15.40999984741211,8,0.117133333
2025-10-06,2025-10-06 19:27:11+00:00,put,0.0684462696783025,186.97286987304688,0.0385999989509582,1.39,0.0022168747070312,180.0,0.4451849433518335,16.3700008392334,15,-0.065336237
2025-11-18,2025-11-18 20:27:19+00:00,call,0.1615331964407939,198.73817443847656,0.0377200007438659,0.12,0.0021338677246093,240.0,0.5977244278866204,24.690000534057617,18,-0.044554271
2025-11-24,2025-11-24 20:26:30+00:00,call,0.0109514031485284,204.75,0.0373000001907348,0.34,0.0010889562988281,207.5,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-12-02,2025-12-02 14:43:38+00:00,put,1.1197809719370295,205.4199981689453,0.0367199993133544,1.15,0.0032471378417968,125.0,0.4933986081350169,16.59000015258789,8,-0.150613265
2025-12-03,2025-12-03 19:31:10+00:00,call,0.0054757015742642,205.3300018310547,0.0363499999046325,3.72,0.0029810272216796,202.5,0.4836780774153891,16.079999923706055,8,-0.047680385
2025-12-08,2025-12-08 19:10:58+00:00,put,0.7775496235455168,201.6199951171875,0.0361800003051757,3.29,0.0024365990722656,165.0,0.5842642302506235,16.65999984741211,9,-0.008316915
2025-12-04,2025-12-04 15:18:39+00:00,call,0.3668720054757016,202.47999572753903,0.036119999885559,32.05,0.0030548790222167,175.0,0.4706950357178836,15.779999732971191,8,0.042376246
2025-10-08,2025-10-08 19:07:05+00:00,call,2.2861054072553046,188.49322509765625,0.0384299993515014,5.88,0.0019590037506103,250.0,0.5128229460257322,16.299999237060547,16,-0.122855556
2025-11-05,2025-11-05 19:32:12+00:00,call,0.3696098562628336,184.8264923095703,0.0378800010681152,1.65,0.0018457846679687,210.0,0.4737735716279853,18.010000228881836,14,-0.044129801
2025-11-24,2025-11-24 20:34:57+00:00,call,0.0684462696783025,204.75,0.0373000001907348,19.65,1.0000000000000005e-07,185.0,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-11-07,2025-11-07 14:40:33+00:00,put,0.3641341546885694,185.3929138183593,0.0375699996948242,1.51,0.0024524680541992,160.0,0.6366463736709498,19.07999992370605,13,0.010122568
2025-10-30,2025-10-30 19:44:52+00:00,put,0.0027378507871321,187.8572540283203,0.0375699996948242,0.02,0.00445318046875,175.0,0.5505748914115423,16.90999984741211,14,0.039516721
2025-11-05,2025-11-05 17:51:44+00:00,put,1.1937029431895962,184.8264923095703,0.0378800010681152,6.15,0.002206193661499,160.0,0.4737735716279853,18.010000228881836,14,-0.044129801
2025-11-04,2025-11-04 16:04:47+00:00,put,0.3723477070499658,185.6810760498047,0.0379299998283386,0.17,0.004570366796875,100.0,0.5405515160432186,19.0,14,0.051846328
2025-11-25,2025-11-25 17:31:38+00:00,put,0.1040383299110198,206.6699981689453,0.0373200011253356,1.19,0.0022071091796874,195.0,0.5800740868257438,18.559999465942383,17,-0.042414685
2025-11-19,2025-11-19 18:56:03+00:00,call,2.0752908966461328,201.2323303222656,0.0377200007438659,17.27,0.0022551738845825,220.0,0.5808447013783168,23.65999984741211,20,-0.02000035
2025-11-19,2025-11-19 19:04:15+00:00,put,0.5776865160848734,201.2323303222656,0.0377200007438659,38.75,0.0023389437988281,240.0,0.5808447013783168,23.65999984741211,20,-0.02000035
2025-10-08,2025-10-08 15:56:36+00:00,call,1.270362765229295,188.49322509765625,0.0384299993515014,33.85,0.0024707784179687,165.0,0.5128229460257322,16.299999237060547,16,-0.122855556
2025-11-26,2025-11-26 20:56:56+00:00,put,0.0246406570841889,207.5599975585937,0.0375300002098083,2.03,0.0017310397216796,207.5,0.5656570501472499,17.190000534057617,17,-0.00113089
2025-12-05,2025-12-05 20:27:18+00:00,call,0.0191649555099247,201.92999267578125,0.036029999256134,0.02,0.0032031929687499,220.0,0.4936008660648426,15.40999984741211,8,0.117133333
2025-10-06,2025-10-06 14:34:55+00:00,call,0.0684462696783025,186.97286987304688,0.0385999989509582,24.59,0.0044629459960937,165.0,0.4451849433518335,16.3700008392334,15,-0.065336237
2025-09-22,2025-09-22 18:38:06+00:00,put,0.3175906913073237,173.1108856201172,0.0384800004959106,0.41,0.0040076282836914,130.0,0.459715780489061,16.100000381469727,18,0.006031006
2025-10-10,2025-10-10 18:11:30+00:00,call,0.9390828199863108,189.5167236328125,0.038529999256134,10.67,0.0021402763519287,200.0,0.5546919668279467,21.65999984741211,14,0.006757843
2025-10-24,2025-10-24 17:12:44+00:00,put,0.7282683093771389,189.19873046875,0.0376300001144409,0.61,0.0040503524658203,100.0,0.5682375757033249,16.3700008392334,15,-0.007250935
2025-11-04,2025-11-04 14:35:31+00:00,put,1.1197809719370295,185.6810760498047,0.0379299998283386,0.09,0.0039234006103515,90.0,0.5405515160432186,19.0,14,0.051846328
2025-12-04,2025-12-04 16:20:33+00:00,call,0.6160164271047228,202.47999572753903,0.036119999885559,10.05,0.0022141281524658,210.0,0.4706950357178836,15.779999732971191,8,0.042376246
2025-10-27,2025-10-27 14:35:44+00:00,put,0.0684462696783025,189.099365234375,0.0371799993515014,4.3,0.0015100946655273,192.5,0.4832841241605606,15.789999961853027,16,-0.039018072
2025-09-23,2025-09-23 15:43:21+00:00,put,2.327173169062286,175.46592712402344,0.0384500002861022,15.88,0.0018621114089965,170.0,0.5142187272052708,16.639999389648438,22,0.023736649
2025-10-29,2025-10-29 14:35:26+00:00,call,1.136208076659822,185.42271423339844,0.0373000001907348,28.9,0.0025061784545898,165.0,0.51993477829377,16.920000076293945,14,-0.047714486
2025-12-08,2025-12-08 20:20:20+00:00,call,0.0109514031485284,201.6199951171875,0.0361800003051757,0.34,0.0020655090332031,207.5,0.5842642302506235,16.65999984741211,9,-0.008316915
2025-11-26,2025-11-26 20:24:26+00:00,put,0.2354551676933607,207.5599975585937,0.0375300002098083,3.0,0.0019989813781738,195.0,0.5656570501472499,17.190000534057617,17,-0.00113089
2025-10-10,2025-10-10 19:06:04+00:00,call,0.1149897330595482,189.5167236328125,0.038529999256134,12.79,0.0026978269287109,180.0,0.5546919668279467,21.65999984741211,14,0.006757843
2025-09-16,2025-09-16 19:19:55+00:00,put,0.1806981519507187,175.34669494628906,0.0389000010490417,1.52,0.0019055985229492,165.0,0.4263648168556618,16.360000610351562,15,0.053527778
2025-10-08,2025-10-08 16:12:54+00:00,call,0.4462696783025325,188.49322509765625,0.0384299993515014,32.15,0.0029834686035156,160.0,0.5128229460257322,16.299999237060547,16,-0.122855556
2025-10-29,2025-10-29 19:20:38+00:00,put,0.0629705681040383,185.42271423339844,0.0373000001907348,3.85,0.001715170739746,187.5,0.51993477829377,16.920000076293945,14,-0.047714486
2025-09-29,2025-09-29 17:13:26+00:00,put,0.969199178644764,180.47412109375,0.0386299991607666,1.77,0.0024561301269531,135.0,0.5448468412979404,16.1200008392334,16,0.051806803
2025-11-24,2025-11-24 19:37:36+00:00,call,0.3175906913073237,204.75,0.0373000001907348,1.25,0.0017249362670898,230.0,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-11-13,2025-11-13 19:29:08+00:00,put,1.0951403148528405,194.0181427001953,0.0379299998283386,1.46,0.0029193823303222,130.0,2.423953616158554,20.0,16,-0.0401225
2025-10-16,2025-10-16 14:51:01+00:00,put,0.0410677618069815,190.9078826904297,0.038529999256134,4.62,0.0024073024902343,195.0,0.6350702875115526,25.309999465942383,18,-0.098427668
2025-12-05,2025-12-05 20:54:54+00:00,put,0.1149897330595482,201.92999267578125,0.036029999256134,0.35,0.0027124752197265,175.0,0.4936008660648426,15.40999984741211,8,0.117133333
2025-09-15,2025-09-15 18:45:25+00:00,put,0.3367556468172484,176.28074645996094,0.0390000009536743,2.61,0.0018036708312988,165.0,0.4631899888201607,15.6899995803833,15,-0.000443913
2025-10-29,2025-10-29 19:46:29+00:00,call,0.3887748117727584,185.42271423339844,0.0373000001907348,7.18,0.0020972469970703,190.0,0.51993477829377,16.920000076293945,14,-0.047714486
2025-10-07,2025-10-07 13:35:10+00:00,put,0.947296372347707,187.69825744628903,0.0384299993515014,28.0,0.001561363684082,210.0,0.5341100829028559,17.239999771118164,15,-0.06966065
2025-10-22,2025-10-22 15:41:21+00:00,call,0.2354551676933607,191.72271728515625,0.0378800010681152,8.6,0.0017902432312011,190.0,0.5534406228532173,18.600000381469727,16,-0.034099216
2025-09-12,2025-09-12 19:41:03+00:00,put,0.0958247775496235,176.93658447265625,0.0392799997329711,4.4,0.0015808947387695,180.0,0.3549638621811933,14.760000228881836,14,0.00078843
2025-10-15,2025-10-15 19:09:44+00:00,put,1.2511978097193703,189.96388244628903,0.0385800004005432,15.05,0.0019873848144531,190.0,0.4775928573449693,20.63999938964844,17,0.005100383
2025-11-03,2025-11-03 19:07:03+00:00,call,0.7008898015058179,185.08485412597656,0.037829999923706,10.35,0.0022138229797363,195.0,0.5255398734617256,17.170000076293945,16,-0.042360714
2025-10-15,2025-10-15 19:22:32+00:00,put,0.1779603011635865,189.96388244628903,0.0385800004005432,1.9,0.0019788399780273,180.0,0.4775928573449693,20.63999938964844,17,0.005100383
2025-11-26,2025-11-26 20:34:34+00:00,call,0.082135523613963,207.5599975585937,0.0375300002098083,5.56,0.0026007820007324,205.0,0.5656570501472499,17.190000534057617,17,-0.00113089
2025-12-05,2025-12-05 20:40:04+00:00,call,0.0383299110198494,201.92999267578125,0.036029999256134,2.66,0.0018140467041015,202.5,0.4936008660648426,15.40999984741211,8,0.117133333
2025-12-08,2025-12-08 16:08:11+00:00,call,0.5256673511293635,201.6199951171875,0.0361800003051757,9.28,0.0021247125427246,210.0,0.5842642302506235,16.65999984741211,9,-0.008316915
2025-12-04,2025-12-04 14:52:22+00:00,call,0.1177275838466803,202.47999572753903,0.036119999885559,44.69,0.0061780167358398,160.0,0.4706950357178836,15.779999732971191,8,0.042376246
2025-10-07,2025-10-07 14:27:17+00:00,put,0.2765229295003422,187.69825744628903,0.0384299993515014,12.17,0.0017505707763671,195.0,0.5341100829028559,17.239999771118164,15,-0.06966065
2025-11-24,2025-11-24 15:37:41+00:00,call,0.0492813141683778,204.75,0.0373000001907348,10.27,1.0000000000000005e-07,195.0,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-10-08,2025-10-08 15:36:54+00:00,call,0.5229295003422314,188.49322509765625,0.0384299993515014,6.45,0.0020145451873779,200.0,0.5128229460257322,16.299999237060547,16,-0.122855556
2025-10-08,2025-10-08 18:27:42+00:00,put,0.944558521560575,188.49322509765625,0.0384299993515014,1.85,0.0024756611816406,140.0,0.5128229460257322,16.299999237060547,16,-0.122855556
2025-10-17,2025-10-17 18:22:09+00:00,put,0.6680355920602327,192.00094604492188,0.0383200001716613,1.72,0.0025684336914062,150.0,0.571123979835658,20.780000686645508,15,-0.060113527
2025-11-06,2025-11-06 16:27:50+00:00,put,0.0410677618069815,185.7903747558593,0.0376300001144409,6.85,0.0023621369262695,192.5,0.5303543057323145,19.5,14,0.018149071
2025-12-03,2025-12-03 19:29:38+00:00,put,0.0438056125941136,205.3300018310547,0.0363499999046325,0.63,0.0018848467773437,197.5,0.4836780774153891,16.079999923706055,8,-0.047680385
2025-11-20,2025-11-20 18:11:02+00:00,put,0.0793976728268309,201.788803100586,0.0377500009536743,0.17,0.0030127651855468,175.0,0.836158890676116,26.420000076293945,18,-0.017253689
2025-11-18,2025-11-18 20:27:23+00:00,put,0.1615331964407939,198.73817443847656,0.0377200007438659,2.63,0.0020630676513671,190.0,0.5977244278866204,24.690000534057617,18,-0.044554271
2025-10-06,2025-10-06 15:53:38+00:00,put,0.1067761806981519,186.97286987304688,0.0385999989509582,5.25,0.001872029522705,190.0,0.4451849433518335,16.3700008392334,15,-0.065336237
2025-11-04,2025-11-04 16:00:32+00:00,call,0.3723477070499658,185.6810760498047,0.0379299998283386,7.4,0.0019751779052734,190.0,0.5405515160432186,19.0,14,0.051846328
2025-12-04,2025-12-04 17:27:19+00:00,put,0.0219028062970568,202.47999572753903,0.036119999885559,0.12,0.0029004616210937,187.5,0.4706950357178836,15.779999732971191,8,0.042376246
2025-10-27,2025-10-27 14:57:18+00:00,put,0.892539356605065,189.099365234375,0.0371799993515014,2.15,0.0024488059814453,145.0,0.4832841241605606,15.789999961853027,16,-0.039018072
2025-10-20,2025-10-20 14:25:13+00:00,put,0.9117043121149896,192.497787475586,0.0379800009727478,2.47,0.0023255161987304,150.0,1.1923439130545446,18.229999542236328,17,-0.109215385
2025-11-14,2025-11-14 18:15:50+00:00,put,0.3449691991786447,194.69384765625,0.0378800010681152,0.5,0.0031323928955078,150.0,0.6433469499622695,19.82999992370605,15,0.047877293
2025-10-02,2025-10-02 14:45:19+00:00,put,0.2902121834360027,184.8066253662109,0.0384800004959106,0.5,0.0034314621704101,140.0,0.5026707787157056,16.6299991607666,16,0.034577011
2025-12-08,2025-12-08 20:06:28+00:00,call,0.0301163586584531,201.6199951171875,0.0361800003051757,0.11,0.0024488059814453,215.0,0.5842642302506235,16.65999984741211,9,-0.008316915
2025-10-01,2025-10-01 15:21:32+00:00,call,1.2895277207392195,184.87619018554688,0.0384500002861022,6.93,0.0018970536865234,210.0,0.3831727001149993,16.290000915527344,17,-0.226521557
2025-09-15,2025-09-15 16:23:11+00:00,put,0.0109514031485284,176.28074645996094,0.0390000009536743,0.01,0.00437505625,155.0,0.4631899888201607,15.6899995803833,15,-0.000443913
2025-10-06,2025-10-06 17:20:51+00:00,call,0.4517453798767967,186.97286987304688,0.0385999989509582,27.01,0.0025531750549316,165.0,0.4451849433518335,16.3700008392334,15,-0.065336237
2025-11-18,2025-11-18 14:30:03+00:00,call,0.1615331964407939,198.73817443847656,0.0377200007438659,54.22,0.0043408769042968,145.0,0.5977244278866204,24.690000534057617,18,-0.044554271
2025-09-29,2025-09-29 16:32:23+00:00,put,0.0109514031485284,180.47412109375,0.0386299991607666,0.01,0.0162500187499999,100.0,0.5448468412979404,16.1200008392334,16,0.051806803
2025-10-28,2025-10-28 16:45:16+00:00,put,0.4681724845995893,185.7506256103516,0.0372000002861022,10.29,0.0018207605041503,190.0,0.4626676268621573,16.420000076293945,16,-0.004262646
2025-10-29,2025-10-29 19:01:15+00:00,put,0.0054757015742642,185.42271423339844,0.0373000001907348,9.55,0.006914093359375,195.0,0.51993477829377,16.920000076293945,14,-0.047714486
2025-10-06,2025-10-06 13:30:23+00:00,put,0.0876112251882272,186.97286987304688,0.0385999989509582,8.2,0.0018567708862304,195.0,0.4451849433518335,16.3700008392334,15,-0.065336237
2025-10-17,2025-10-17 13:57:29+00:00,call,0.2491444216290212,192.00094604492188,0.0383200001716613,43.42,0.0039014281738281,150.0,0.571123979835658,20.780000686645508,15,-0.060113527
2025-11-11,2025-11-11 20:38:28+00:00,call,0.027378507871321,192.6071014404297,0.037829999923706,6.25,0.0024097438720703,187.5,0.4979294342057849,17.280000686645508,15,0.095578806
2025-10-10,2025-10-10 18:40:18+00:00,put,0.6872005475701575,189.5167236328125,0.038529999256134,4.9,0.0022858437438964,170.0,0.5546919668279467,21.65999984741211,14,0.006757843
2025-11-17,2025-11-17 16:09:50+00:00,call,0.1067761806981519,198.32081604003903,0.0377200007438659,7.12,0.0019062088684082,195.0,0.5870171395125529,22.3799991607666,15,-0.105384133
2025-12-03,2025-12-03 17:14:32+00:00,call,0.5393566050650239,205.3300018310547,0.0363499999046325,22.75,0.0024738301452636,190.0,0.4836780774153891,16.079999923706055,8,-0.047680385
2025-10-27,2025-10-27 13:45:10+00:00,put,1.1416837782340865,189.099365234375,0.0371799993515014,16.9,0.0019284864776611,195.0,0.4832841241605606,15.789999961853027,16,-0.039018072
2025-12-08,2025-12-08 18:31:07+00:00,put,0.1067761806981519,201.6199951171875,0.0361800003051757,0.3,0.0022608195800781,180.0,0.5842642302506235,16.65999984741211,9,-0.008316915
2025-10-15,2025-10-15 19:52:35+00:00,call,0.1779603011635865,189.96388244628903,0.0385800004005432,6.5,0.0019324537231445,190.0,0.4775928573449693,20.63999938964844,17,0.005100383
2025-11-17,2025-11-17 15:15:11+00:00,call,0.5831622176591376,198.32081604003903,0.0377200007438659,40.68,0.0030454186676025,160.0,0.5870171395125529,22.3799991607666,15,-0.105384133
2025-12-10,2025-12-10 19:30:36+00:00,put,0.0054757015742642,206.5399932861328,0.0359299993515014,0.02,0.004101621484375,190.0,0.4854728463110089,15.770000457763672,8,-0.012907576
2025-12-12,2025-12-12 17:37:39+00:00,put,0.2683093771389459,,,0.37,0.0037744763183593,150.0,0.439841451163294,,8,0.197646667
2025-11-19,2025-11-19 20:30:40+00:00,call,0.0438056125941136,201.2323303222656,0.0377200007438659,7.94,0.0016870948486328,195.0,0.5808447013783168,23.65999984741211,20,-0.02000035
2025-11-11,2025-11-11 20:27:34+00:00,call,1.1772758384668036,192.6071014404297,0.037829999923706,25.1,0.0023883817810058,180.0,0.4979294342057849,17.280000686645508,15,0.095578806
2025-09-12,2025-09-12 19:32:29+00:00,call,0.191649555099247,176.93658447265625,0.0392799997329711,8.08,0.0020929745788574,175.0,0.3549638621811933,14.760000228881836,14,0.00078843
2025-12-09,2025-12-09 18:30:13+00:00,put,0.1040383299110198,199.9600067138672,0.0363199996948242,0.07,0.0127539424804687,95.0,1.940568726518979,16.93000030517578,9,0.141351282
2025-10-09,2025-10-09 18:53:25+00:00,put,2.187542778918549,189.8744506835937,0.038529999256134,30.32,0.0017002172760009,210.0,0.4646201762158078,16.43000030517578,17,-0.070384416
2025-09-18,2025-09-18 17:09:12+00:00,call,0.999315537303217,173.0612030029297,0.0388000011444091,5.52,0.0018827105682373,195.0,0.5332625137947393,15.699999809265137,14,0.020788929
2025-11-24,2025-11-24 20:47:10+00:00,call,0.1451060917180013,204.75,0.0373000001907348,78.9,0.0082910327148437,125.0,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-11-11,2025-11-11 19:10:25+00:00,put,0.4298425735797399,192.6071014404297,0.037829999923706,5.6,0.0024033352447509,185.0,0.4979294342057849,17.280000686645508,15,0.095578806
2025-09-29,2025-09-29 15:07:00+00:00,put,0.298425735797399,180.47412109375,0.0386299991607666,0.24,0.004804739453125,115.0,0.5448468412979404,16.1200008392334,16,0.051806803
2025-11-26,2025-11-26 17:47:58+00:00,put,2.1519507186858315,207.5599975585937,0.0375300002098083,23.55,0.0019474071868896,210.0,0.5656570501472499,17.190000534057617,17,-0.00113089
2025-10-06,2025-10-06 13:39:55+00:00,put,0.5284052019164955,186.97286987304688,0.0385999989509582,0.47,0.0036487451538085,125.0,0.4451849433518335,16.3700008392334,15,-0.065336237
2025-12-04,2025-12-04 17:26:17+00:00,call,1.1143052703627652,202.47999572753903,0.036119999885559,19.7,0.0022202316070556,200.0,0.4706950357178836,15.779999732971191,8,0.042376246
2025-11-12,2025-11-12 18:56:23+00:00,call,0.0054757015742642,193.1635589599609,0.0377800011634826,0.28,0.007148466015625,220.0,0.4888211911050967,17.510000228881836,17,-0.004016596
2025-11-24,2025-11-24 17:53:35+00:00,put,0.0301163586584531,204.75,0.0373000001907348,16.48,0.0057104921142578,220.0,0.4820583841039761,20.520000457763672,16,-0.015643779
2025-12-03,2025-12-03 14:39:05+00:00,call,0.0438056125941136,205.3300018310547,0.0363499999046325,22.5,0.0042676354492187,185.0,0.4836780774153891,16.079999923706055,8,-0.047680385
2025-09-19,2025-09-19 16:02:24+00:00,call,1.322381930184805,175.07839965820312,0.0387800002098083,36.9,0.0026026130371093,145.0,0.5155633928526742,15.449999809265137,13,0.074545045
